ZCTA5CE,year,job_count,job_accessibility
80228,2019,15053,259513.45249034
80228,2020,14526,246359.36222290428
80228,2021,14070,245083.58282170724
80228,2022,14422,260132.77952846914
80228,2023,14632,265065.77423414035
80229,2015,19590,287407.97787009075
80229,2016,18685,295856.38532424375
80229,2017,19946,299966.0589108467
80229,2018,19723,310626.6335887266
80229,2019,19592,314446.3417603511
80229,2020,19312,299316.6178913499
80229,2021,17684,298538.62833392207
80229,2022,20285,322549.33753736404
80229,2023,20380,328472.8613961873
80230,2015,5360,408450.5918765058
80230,2016,5329,419794.7563368601
80230,2017,5393,422325.3067078962
80230,2018,5620,439434.18868040084
80230,2019,5563,443242.27014471777
80230,2020,5951,420909.5012648052
80230,2021,6241,417345.8560112018
80230,2022,6744,453544.77170613076
80230,2023,7454,462154.2316636629
80231,2015,12352,395700.1748361897
80231,2016,12595,406433.3650546971
80231,2017,12663,409127.73904980405
80231,2018,13679,424055.667707501
80231,2019,13112,427935.3880628276
80231,2020,13886,407865.07292941
80231,2021,15247,406678.49834043544
80231,2022,16808,438880.49180193705
80231,2023,15993,446781.01552924013
80232,2015,2859,329722.57887693774
80232,2016,3122,338706.9322245434
80232,2017,3105,340030.2170697656
80232,2018,3104,351140.7588512203
80232,2019,3109,353303.3480601202
80232,2020,3025,334739.06069982384
80232,2021,3149,334159.26908560074
80232,2022,3366,356264.7334651592
80232,2023,3604,362020.43156758934
80233,2015,11785,215699.5292232916
80233,2016,12176,222619.97441934378
80233,2017,12078,226170.8882917202
80233,2018,12091,233974.35337066342
80233,2019,12161,237933.50635782653
80233,2020,12325,227255.2583159301
80233,2021,12467,227852.02407297058
80233,2022,8469,246322.17917437386
80233,2023,8817,251867.5436458441
80234,2015,12240,215192.4762288552
80234,2016,13200,222959.28721940512
80234,2017,14137,226328.9172392658
80234,2018,14059,234134.8305474441
80234,2019,13812,238829.35503447772
80234,2020,12308,227438.20322030352
80234,2021,12100,228621.27393337328
80234,2022,13239,245735.08719652836
80234,2023,13802,251031.98082635805
80235,2015,4368,285096.9155642767
80235,2016,4027,291691.73982456914
80235,2017,4394,293402.941842779
80235,2018,4225,302636.68484167213
80235,2019,4626,304209.0368146249
80235,2020,4722,289441.6339445664
80235,2021,4812,288181.7661398234
80235,2022,4589,307398.98534693115
80235,2023,4894,313184.2285665605
80236,2015,2725,349844.1153318841
80236,2016,2821,358340.4337497211
80236,2017,2748,359785.5354219752
80236,2018,2633,371890.83051555
80236,2019,2677,373581.29712337436
80236,2020,2334,354835.4925102876
80236,2021,2546,353672.6511122925
80236,2022,2676,378586.30168105155
80236,2023,2731,385033.0742461609
80237,2015,23582,386850.73472752806
80237,2016,22609,397125.5124388703
80237,2017,22402,400560.3261931973
80237,2018,23396,413744.753287665
80237,2019,23757,417970.91778915253
80237,2020,22670,399323.4727509798
80237,2021,23019,399298.59426289424
80237,2022,26948,428827.1515629863
80237,2023,26194,436482.16836653155
80238,2015,12718,358336.0254947899
80238,2016,13096,368016.8723951544
80238,2017,14608,372092.2176881036
80238,2018,16214,387701.7570835285
80238,2019,15874,390765.51833722444
80238,2020,13643,371345.23579510686
80238,2021,14208,366993.41325078777
80238,2022,17340,400500.70003283175
80238,2023,18008,409186.28342588776
80239,2015,21824,285468.8822027325
80239,2016,22355,293704.36097150366
80239,2017,22420,298248.3262364741
80239,2018,22875,310407.140264499
80239,2019,23685,312822.8666304135
80239,2020,25344,299209.57991272473
80239,2021,24630,294192.61007848906
80239,2022,24383,323631.8707071577
80239,2023,25188,332044.0020564094
80241,2015,6682,181020.32169025025
80241,2016,6241,187384.13241313593
80241,2017,6035,190417.15323787887
80241,2018,6106,196961.05064745242
80241,2019,8525,201304.7256729174
80241,2020,9774,192661.56314861705
80241,2021,10866,194132.76812380503
80241,2022,16919,210213.33083049135
80241,2023,12554,215238.26081693458
80246,2015,14863,454758.7150822879
80246,2016,15306,466939.07002832874
80246,2017,15298,467424.69732390495
80246,2018,14796,486992.8215103674
80246,2019,14465,490895.7219274881
80246,2020,14675,463957.854782378
80246,2021,13646,463156.3522793633
80246,2022,13877,499674.5429892841
80246,2023,14177,507301.4182794185
80247,2015,4401,397584.37699055125
80247,2016,4670,408734.07609073195
80247,2017,4545,411388.46702527656
80247,2018,4452,427135.83469363296
80247,2019,4496,430978.809244715
